OBJECTID,COUNTYL,PASER
135655,163,9
136883,163,7
133908,163,7
133281,163,8
135389,163,8
135149,163,3
134195,163,4
136074,163,5
133493,163,6
137348,163,7
136302,163,3
135846,163,5
137097,163,5
136711,163,3
132752,163,5
135044,163,4
134062,163,4
136426,163,4
135970,163,5
133369,163,8
133162,163,8
137803,163,4
136214,163,4
134660,163,2
135736,163,4
136612,163,5
133706,163,6
137360,163,5
135483,163,2
133799,163,5
133982,163,6
134374,163,9
132984,163,4
135580,163,5
136792,163,6
134841,163,6
134956,163,3
133895,163,2
137838,163,4
133240,163,5
135340,163,4
132827,163,3
135127,163,7
134183,163,3
134293,163,3
136052,163,5
133468,163,8
137295,163,4
135839,163,4
136682,163,3
133643,163,9
134833,163,8
135229,163,2
132698,163,9
135014,163,3
134048,163,3
132479,163,6
132874,163,2
135913,163,5
133136,163,9
133582,163,8
135713,163,8
133672,163,5
133346,163,6
135456,163,4
133740,163,5
134361,163,8
132981,163,4
135559,163,7
136779,163,4
134947,163,9
133858,163,5
133211,163,5
135334,163,9
132802,163,4
135105,163,6
134134,163,4
135627,163,9
136025,163,5
133396,163,9
133058,163,4
135804,163,3
136660,163,3
133600,163,9
134804,163,8
132692,163,6
134012,163,6
137155,163,7
137758,163,3
133553,163,8
135681,163,5
136911,163,3
137533,163,2
133939,163,5
133327,163,4
135402,163,6
133734,163,5
135192,163,7
134225,163,4
132932,163,3
135512,163,9
136734,163,3
136345,163,4
135884,163,6
134908,163,5
133826,163,5
135287,163,3
132775,163,3
135072,163,3
134106,163,3
132941,163,5
135984,163,5
133379,163,9
137245,163,3
133183,163,5
135750,163,9
136609,163,5
134917,163,5
133827,163,4
134317,163,4
133976,163,6
135604,163,7
136714,163,4
133514,163,3
134875,163,4
136884,163,2
133921,163,2
137874,163,9
133279,163,8
135377,163,8
135164,163,4
134218,163,4
134299,163,3
136073,163,5
133463,163,6
137342,163,5
135876,163,4
137723,163,3
136710,163,3
133648,163,4
135253,163,2
132739,163,8
135029,163,3
134080,163,5
132887,163,2
136399,163,3
135956,163,5
133154,163,8
137805,163,4
135721,163,6
133698,163,4
135468,163,4
133785,163,5
134253,163,4
134386,163,9
133001,163,5
135566,163,2
136777,163,4
136416,163,3
134961,163,3
133891,163,2
137837,163,4
133249,163,5
135341,163,4
132839,163,2
135117,163,3
134155,163,5
134271,163,2
136050,163,6
133429,163,9
137268,163,4
136265,163,5
135820,163,6
136693,163,4
133610,163,9
134856,163,6
132713,163,5
134993,163,6
134049,163,3
132877,163,2
135919,163,5
137164,163,7
136154,163,3
133581,163,8
135697,163,4
133681,163,4
133300,163,7
135447,163,2
133751,163,4
132751,163,5
135036,163,6
134087,163,3
134513,163,4
132907,163,3
136421,163,3
135965,163,5
133356,163,2
133139,163,9
135732,163,4
137601,163,4
133695,163,6
137362,163,6
135478,163,2
133775,163,6
134272,163,3
134382,163,6
133002,163,4
135561,163,6
136787,163,3
134842,163,8
137475,163,4
134973,163,5
133896,163,2
137842,163,4
133239,163,5
135364,163,7
132833,163,6
134177,163,4
134262,163,7
136041,163,5
133422,163,8
137317,163,5
135831,163,5
137679,163,4
136666,163,3
133653,163,5
134827,163,3
132724,163,6
134990,163,6
134041,163,2
132486,163,5
132883,163,9
135927,163,5
137171,163,6
137797,163,4
136152,163,6
133576,163,8
135694,163,4
133662,163,5
133344,163,4
135435,163,4
133758,163,5
134335,163,5
132963,163,4
135547,163,8
134933,163,5
133837,163,6
133226,163,5
135329,163,9
132821,163,4
135102,163,6
134154,163,5
134550,163,2
135639,163,8
136019,163,6
133394,163,5
135789,163,3
134806,163,8
137416,163,3
132690,163,5
134013,163,6
137146,163,3
137764,163,4
136126,163,5
133556,163,8
135656,163,9
136935,163,7
133949,163,3
133322,163,4
135417,163,7
133711,163,5
135180,163,5
134238,163,7
132922,163,3
135509,163,4
133486,163,4
137340,163,5
136334,163,3
135890,163,4
135303,163,4
132776,163,3
135048,163,4
134095,163,3
134515,163,6
132938,163,5
136432,163,4
135980,163,5
133366,163,9
137244,163,3
133175,163,5
136219,163,4
135775,163,6
136625,163,6
137386,163,4
134913,163,4
133832,163,6
134319,163,7
133983,163,6
135610,163,9
133506,163,4
134873,163,4
136898,163,4
133902,163,9
137887,163,9
133263,163,6
135375,163,8
135151,163,2
134200,163,4
134287,163,3
136087,163,7
133479,163,8
136310,163,3
135859,163,5
136721,163,3
133632,163,5
135242,163,4
132729,163,4
135040,163,4
134077,163,5
132915,163,3
136408,163,3
135944,163,4
133163,163,8
137811,163,4
135724,163,6
137595,163,4
133661,163,5
137361,163,6
135495,163,4
133760,163,6
134341,163,5
133010,163,4
135590,163,4
136763,163,4
136404,163,3
134960,163,3
133876,163,3
137847,163,4
133205,163,3
135358,163,5
132852,163,3
135135,163,8
134160,163,3
134257,163,3
136038,163,5
133438,163,9
137265,163,4
136289,163,4
135825,163,4
136689,163,3
133601,163,9
134805,163,8
135221,163,3
132697,163,9
134999,163,5
134032,163,3
132476,163,5
132855,163,3
135932,163,6
137162,163,7
133128,163,8
136143,163,5
133562,163,2
135699,163,4
136940,163,3
137544,163,2
133941,163,5
133312,163,9
135429,163,4
133719,163,5
135185,163,3
134245,163,4
132964,163,4
133020,163,6
135497,163,8
135887,163,5
134936,163,5
133851,163,6
135332,163,9
132796,163,3
135110,163,5
134127,163,5
134539,163,9
135644,163,5
136022,163,5
133406,163,8
137233,163,4
135813,163,3
136639,163,4
134004,163,6
134400,163,9
135620,163,9
137760,163,3
136102,163,5
133522,163,6
135673,163,5
133901,163,9
133274,163,8
135385,163,8
135160,163,4
134211,163,4
136086,163,7
133496,163,3
137336,163,5
135861,163,5
135291,163,3
132780,163,4
135078,163,4
134107,163,3
134508,163,5
132925,163,3
134347,163,4
132970,163,4
135551,163,8
135931,163,6
134923,163,5
133836,163,5
133208,163,3
132820,163,4
135089,163,3
134145,163,3
134545,163,8
135640,163,8
136013,163,6
133410,163,8
136258,163,3
135788,163,4
137664,163,4
136641,163,4
134808,163,8
133997,163,6
137762,163,3
136112,163,5
133543,163,8
135662,163,5
136933,163,3
133937,163,5
133296,163,6
135407,163,8
133727,163,2
135179,163,5
134228,163,4
132927,163,3
135499,163,8
133502,163,4
137334,163,3
135891,163,5
137716,163,3
135299,163,3
132762,163,2
135068,163,3
134096,163,3
132948,163,4
136423,163,3
136005,163,7
133381,163,9
133200,163,7
135774,163,5
136617,163,5
137392,163,4
135466,163,4
133786,163,4
132654,163,8
133990,163,5
134363,163,8
135588,163,7
136799,163,6
133637,163,3
134871,163,4
136900,163,2
133911,163,5
137873,163,9
133262,163,5
135398,163,8
135174,163,4
134199,163,4
134309,163,3
136079,163,5
133465,163,8
137315,163,5
136324,163,4
135851,163,5
136716,163,9
133642,163,9
135247,163,5
132754,163,5
135027,163,3
134072,163,5
132908,163,3
136410,163,3
135968,163,5
133153,163,7
133575,163,8
134667,163,9
135749,163,9
137587,163,4
133691,163,5
137354,163,6
133336,163,6
135434,163,3
133770,163,5
134357,163,8
132985,163,4
135541,163,6
136790,163,4
137474,163,4
134983,163,4
133888,163,2
137846,163,4
133218,163,5
135342,163,4
132816,163,3
135112,163,9
134181,163,4
134275,163,3
136068,163,6
133436,163,8
137257,163,3
135814,163,3
136664,163,3
133614,163,3
134819,163,7
135239,163,4
132709,163,5
135010,163,3
134028,163,6
132490,163,6
132875,163,2
137159,163,7
133124,163,9
136139,163,7
133561,163,2
135710,163,2
136922,163,3
136566,163,9
133936,163,5
133318,163,3
135427,163,7
133729,163,2
135181,163,5
134242,163,3
132958,163,4
135523,163,9
136729,163,6
135907,163,5
134944,163,9
133831,163,6
135323,163,4
132789,163,3
135094,163,2
134104,163,3
134529,163,9
135645,163,5
136035,163,5
133407,163,8
137255,163,3
133197,163,4
135790,163,3
136658,163,2
134023,163,6
134397,163,8
135612,163,9
137752,163,2
136108,163,5
133529,163,5
134863,163,5
135674,163,5
136887,163,3
137543,163,2
133922,163,2
133276,163,8
135371,163,8
135161,163,4
134194,163,4
136081,163,5
133485,163,6
137335,163,5
136303,163,4
135853,163,3
135271,163,4
132746,163,5
135046,163,4
134060,163,3
135972,163,5
133360,163,2
133150,163,7
137809,163,4
135726,163,5
136630,163,5
135481,163,3
133796,163,5
133969,163,3
134367,163,5
135564,163,3
136806,163,7
134852,163,6
137470,163,4
134982,163,4
133873,163,3
137841,163,4
133248,163,5
135367,163,8
132837,163,8
134163,163,5
134297,163,3
136058,163,6
133450,163,8
137305,163,7
136267,163,5
135833,163,6
137683,163,4
136670,163,3
133634,163,5
134837,163,8
135210,163,4
132715,163,6
135006,163,3
134053,163,3
132477,163,6
132871,163,2
135926,163,5
137170,163,6
133118,163,8
133579,163,8
135692,163,4
136568,163,9
133668,163,5
133349,163,7
135460,163,4
133767,163,5
134342,163,4
132987,163,4
135535,163,8
136770,163,2
135994,163,6
133373,163,9
133178,163,5
136218,163,4
134657,163,9
135773,163,6
136616,163,5
137357,163,7
135485,163,2
133778,163,4
132650,163,7
133978,163,6
134385,163,8
135573,163,3
136802,163,7
134859,163,3
134967,163,4
133869,163,7
137886,163,9
133236,163,5
132831,163,6
135124,163,4
134185,163,4
134294,163,7
136053,163,6
133460,163,8
137293,163,4
135841,163,5
137093,163,6
137676,163,4
136718,163,8
133645,163,8
135252,163,2
132702,163,9
135018,163,2
134070,163,3
132872,163,2
135958,163,4
133148,163,7
137789,163,4
133571,163,8
135742,163,4
133670,163,5
133353,163,8
135449,163,2
133746,163,5
134352,163,8
133004,163,4
135536,163,8
136784,163,4
136820,163,5
137473,163,4
134951,163,9
133854,163,7
137840,163,4
133229,163,5
132807,163,5
135093,163,2
134136,163,3
135637,163,9
136032,163,5
133421,163,8
137266,163,4
135807,163,4
136669,163,3
133618,163,5
134814,163,4
136813,163,6
135003,163,6
134036,163,2
137147,163,3
133126,163,9
133551,163,8
135716,163,8
136923,163,3
137537,163,2
133944,163,3
133307,163,6
135414,163,8
133723,163,5
135178,163,5
134234,163,5
132968,163,4
135502,163,6
136728,163,6
136343,163,3
135878,163,3
134894,163,3
133830,163,4
135301,163,5
132771,163,3
135051,163,4
134100,163,3
134542,163,9
135606,163,7
136003,163,6
133388,163,4
133190,163,2
135760,163,4
137404,163,3
134919,163,5
133822,163,5
134325,163,4
134014,163,5
135593,163,7
136118,163,5
133515,163,3
134879,163,4
135678,163,5
136892,163,3
133917,163,2
137868,163,9
133275,163,8
135383,163,8
135175,163,4
134206,163,4
136101,163,4
133464,163,8
137347,163,7
136308,163,4
135863,163,5
137098,163,9
136697,163,4
135243,163,4
132744,163,5
135041,163,4
134085,163,4
134522,163,8
132913,163,3
135951,163,5
133361,163,2
133146,163,7
137813,163,3
135733,163,5
136618,163,5
133692,163,6
135471,163,4
133794,163,4
134274,163,3
134393,163,6
133012,163,4
135579,163,5
136797,163,5
134840,163,8
134977,163,4
133875,163,3
137848,163,4
133237,163,5
135356,163,5
132844,163,3
135116,163,9
134180,163,4
134278,163,3
136067,163,6
133446,163,8
137319,163,5
135834,163,6
137091,163,9
137677,163,4
136675,163,3
133630,163,3
134826,163,3
135236,163,2
132725,163,5
135001,163,5
134040,163,3
132886,163,2
135936,163,5
137166,163,6
133134,163,9
137788,163,4
136148,163,5
133589,163,9
135688,163,4
137548,163,2
133679,163,5
133341,163,3
135453,163,3
133765,163,5
134355,163,5
132979,163,4
133016,163,4
135548,163,8
136776,163,3
134926,163,4
133857,163,5
133212,163,5
135305,163,4
132808,163,5
135088,163,4
134141,163,4
135641,163,8
136015,163,6
133417,163,8
135802,163,3
133627,163,2
134802,163,8
133996,163,5
132473,163,6
137150,163,6
137756,163,3
136107,163,5
133560,163,2
135677,163,5
136924,163,4
133961,163,2
133326,163,4
135419,163,5
133713,163,6
135191,163,7
134241,163,4
132937,163,5
135510,163,4
133483,163,6
137325,163,5
136340,163,3
135906,163,5
135275,163,4
132774,163,3
135055,163,5
134103,163,3
134517,163,6
132919,163,3
136429,163,4
135987,163,5
133372,163,9
137238,163,4
133180,163,5
135778,163,4
137394,163,4
134897,163,2
133806,163,4
137417,163,3
134939,163,5
133835,163,6
133214,163,5
135321,163,4
132794,163,4
135092,163,2
134140,163,4
135630,163,1
136018,163,6
133442,163,9
137262,163,3
135785,163,4
136645,163,4
133597,163,9
134807,163,8
136817,163,5
134003,163,7
137145,163,3
136150,163,7
133542,163,3
135684,163,8
136917,163,3
133935,163,5
133316,163,8
135422,163,7
133733,163,4
135205,163,4
134230,163,4
132933,163,3
135500,163,8
136336,163,5
135900,163,6
134905,163,5
133810,163,2
135298,163,2
132783,163,4
135058,163,5
134110,163,3
134525,163,9
135996,163,5
133401,163,8
133185,163,5
136216,163,4
135752,163,8
137638,163,9
136619,163,5
134900,163,5
133816,163,6
134327,163,4
133981,163,6
135600,163,7
136128,163,6
133527,163,5
134860,163,7
136885,163,3
133927,163,7
137876,163,9
133280,163,8
135381,163,8
135173,163,4
134197,163,4
134290,163,3
136075,163,5
133477,163,8
137345,163,6
135852,163,4
136726,163,5
132734,163,5
135033,163,6
134067,163,3
134509,163,5
132902,163,5
136419,163,3
135952,163,5
133364,163,5
133161,163,8
137801,163,4
135743,163,4
133696,163,5
135477,163,3
133776,163,6
134259,163,8
134388,163,7
132995,163,4
135582,163,7
136788,163,3
134846,163,6
137479,163,4
134969,163,5
133874,163,3
137856,163,4
133258,163,5
135343,163,4
132842,163,8
135113,163,9
134159,163,3
134260,163,7
136065,163,6
133428,163,5
137301,163,3
136285,163,3
135824,163,5
136694,163,2
133625,163,2
134832,163,5
135234,163,2
132723,163,6
134998,163,5
134043,163,4
132502,163,5
132870,163,2
135912,163,5
137172,163,6
136155,163,5
133588,163,9
135701,163,5
133687,163,5
133315,163,9
135445,163,2
133753,163,5
134360,163,8
132974,163,4
135552,163,8
136727,163,5
135940,163,5
134940,163,5
133846,163,6
133233,163,5
135320,163,4
132793,163,4
135096,163,2
134153,163,4
134548,163,6
135648,163,5
136014,163,7
133395,163,5
136261,163,5
135791,163,3
137665,163,4
134797,163,8
136821,163,4
134008,163,7
137152,163,6
136121,163,6
133552,163,8
135666,163,5
136921,163,3
133955,163,5
133290,163,7
135406,163,8
133730,163,3
135207,163,4
134247,163,4
132936,163,5
135511,163,9
133487,163,5
137330,163,5
136335,163,3
135909,163,5
135302,163,4
132761,163,2
135059,163,5
134122,163,3
134507,163,5
132950,163,4
136427,163,4
135976,163,5
133365,163,5
137240,163,4
133195,163,4
136213,163,4
135781,163,3
136611,163,5
137384,163,3
135494,163,4
133792,163,5
134313,163,3
133985,163,5
134369,163,8
135577,163,4
133520,163,6
134865,163,5
133906,163,9
137881,163,9
133265,163,8
135372,163,8
135165,163,5
134216,163,4
134303,163,3
132651,163,7
136084,163,3
133473,163,8
137316,163,5
136320,163,2
135860,163,5
136719,163,8
133658,163,5
132731,163,5
135034,163,6
134071,163,7
132910,163,3
136405,163,3
135964,163,5
137160,163,7
133168,163,5
137802,163,4
134653,163,9
135735,163,5
137590,163,4
133680,163,5
137358,163,6
133338,163,3
135446,163,2
133747,163,5
134353,163,8
132983,163,4
135546,163,8
136781,163,4
136397,163,7
134970,163,5
133870,163,3
137853,163,4
133203,163,7
132853,163,3
135120,163,5
134166,163,3
134279,163,3
134323,163,4
133994,163,6
135622,163,8
136720,163,3
133505,163,4
134880,163,4
136899,163,4
133918,163,2
133287,163,7
135368,163,8
135150,163,3
134203,163,4
134300,163,3
136099,163,5
133476,163,8
137294,163,4
136314,163,3
135857,163,4
136722,163,4
133649,163,4
135266,163,3
132732,163,4
135022,163,4
134061,163,3
136417,163,3
135955,163,5
133165,163,9
134664,163,9
135718,163,8
136972,163,4
133694,163,8
135492,163,7
133774,163,5
134283,163,3
134365,163,5
132992,163,4
135560,163,6
136769,163,2
136414,163,3
137466,163,4
134965,163,4
133890,163,2
137833,163,4
133238,163,5
135339,163,4
132829,163,6
135131,163,8
134157,163,6
134280,163,3
136046,163,5
133447,163,8
136292,163,4
135816,163,5
136692,163,3
133612,163,3
134851,163,6
135228,163,2
132721,163,5
134997,163,5
134031,163,3
132869,163,2
135914,163,6
137168,163,6
136149,163,7
133567,163,5
135708,163,7
133663,163,5
133305,163,6
135433,163,4
133759,163,6
135209,163,4
134337,163,3
132957,163,4
133021,163,6
135545,163,8
135939,163,5
134922,163,5
133866,163,6
133230,163,5
135308,163,3
132805,163,5
135087,163,4
134135,163,5
134544,163,8
135642,163,5
136017,163,6
133408,163,8
137234,163,8
135796,163,3
137643,163,8
136636,163,1
134822,163,3
134001,163,6
137753,163,2
136133,163,6
133530,163,5
135660,163,5
136919,163,3
137538,163,2
133959,163,2
133284,163,7
135404,163,7
133720,163,5
135196,163,4
134232,163,5
135517,163,9
133501,163,4
137349,163,7
135885,163,5
137722,163,3
135292,163,3
132792,163,2
135065,163,4
134097,163,5
134510,163,5
132929,163,3
135985,163,5
133385,163,4
133196,163,4
135771,163,6
137613,163,4
136615,163,5
137405,163,3
135489,163,7
133788,163,4
132647,163,3
133988,163,6
134383,163,9
135584,163,7
136805,163,6
133652,163,4
134889,163,5
133878,163,3
137869,163,9
133259,163,5
135373,163,8
132851,163,3
135157,163,8
134176,163,4
134291,163,3
136088,163,4
133466,163,8
137310,163,5
136321,163,2
135869,163,4
137094,163,9
136707,163,3
133656,163,5
135244,163,5
132760,163,2
135037,163,3
134068,163,4
132904,163,5
135957,163,5
133155,163,8
133595,163,8
135734,163,4
133685,163,5
133339,163,3
135436,163,4
133766,163,6
134339,163,3
132997,163,5
135539,163,9
136772,163,3
137476,163,4
134943,163,5
133844,163,6
137850,163,4
133204,163,3
132812,163,7
135083,163,4
134147,163,3
136023,163,6
133437,163,9
135811,163,4
137669,163,4
136684,163,2
133615,163,6
134817,163,3
135235,163,2
132706,163,5
134992,163,6
134055,163,3
132488,163,5
132876,163,2
137148,163,3
137750,163,2
136151,163,5
133558,163,8
135689,163,4
136928,163,3
133950,163,5
133321,163,4
135424,163,7
133726,163,3
135194,163,7
134239,163,7
132959,163,4
135507,163,4
136735,163,2
136337,163,5
135902,163,5
134901,163,5
133811,163,5
135288,163,3
132781,163,4
135070,163,5
134101,163,2
134530,163,9
135617,163,9
135977,163,5
133404,163,8
137253,163,8
133176,163,5
136260,163,5
135757,163,6
136638,163,4
137410,163,3
134915,163,5
133828,163,5
134022,163,6
135608,163,9
136054,163,6
133440,163,9
136288,163,4
135844,163,5
136685,163,4
133603,163,8
134820,163,7
132727,163,5
134985,163,4
134044,163,4
132862,163,3
135915,163,4
133120,163,8
137795,163,4
136156,163,4
133537,163,5
135702,163,5
136931,163,3
133954,163,5
133308,163,7
135428,163,7
133707,163,6
135184,163,5
134226,163,4
132960,163,4
135524,163,8
135881,163,5
134934,163,5
133847,163,6
135307,163,3
132770,163,3
135108,163,6
134150,163,3
134535,163,9
135652,163,5
136036,163,6
133412,163,8
137251,163,8
135801,163,3
137612,163,4
136631,163,5
134025,163,6
132471,163,4
135618,163,4
136105,163,5
133534,163,5
135659,163,5
137535,163,2
133930,163,7
133273,163,8
135386,163,8
134210,163,4
136090,163,5
133497,163,3
137327,163,5
136342,163,3
135864,163,5
137724,163,3
135285,163,3
132757,163,4
135056,163,5
134118,163,3
135993,163,6
133382,163,4
133182,163,5
137800,163,4
134658,163,2
135767,163,5
136623,163,5
135484,163,2
133771,163,5
132642,163,3
133971,163,3
134376,163,2
135578,163,4
136795,163,3
134881,163,4
134976,163,5
133898,163,2
137885,163,9
133256,163,5
135355,163,2
132826,163,3
135125,163,4
134172,163,4
134315,163,6
136043,163,5
133456,163,8
137312,163,5
136307,163,4
135823,163,6
136696,163,3
133651,163,5
135250,163,7
132701,163,9
135023,163,4
134081,163,5
132493,163,4
132866,163,3
135946,163,5
137165,163,7
133138,163,9
137799,163,4
133592,163,4
135747,163,8
133667,163,5
133350,163,7
135441,163,2
133755,163,7
134362,163,8
132989,163,4
135537,163,8
136766,163,3
134949,163,9
133855,163,6
137835,163,4
133221,163,5
135309,163,3
132797,163,3
135101,163,5
134143,163,3
135643,163,5
136031,163,6
133431,163,9
136264,163,5
135792,163,3
136674,163,3
133613,163,3
134812,163,4
136808,163,7
132694,163,4
134995,163,6
134010,163,6
132472,163,3
136146,163,6
133545,163,8
135706,163,7
136926,163,3
133940,163,5
133324,163,4
135410,163,9
133731,163,4
135190,163,4
134224,163,4
132955,163,8
135506,163,6
136738,163,5
136326,163,4
135898,163,6
134892,163,3
133813,163,4
135289,163,3
132785,163,4
135057,163,5
134114,163,3
134541,163,9
135592,163,7
136000,163,5
133392,163,5
137247,163,4
133188,163,2
135761,163,3
134906,163,5
133808,163,5
134324,163,4
133986,163,5
135595,163,7
136115,163,5
133533,163,5
134867,163,5
136882,163,4
133926,163,7
137867,163,4
133268,163,8
135391,163,6
135154,163,9
134198,163,4
136078,163,5
133467,163,8
137323,163,5
135850,163,4
137718,163,3
136703,163,3
135269,163,4
132742,163,4
135039,163,4
134084,163,5
134520,163,9
132901,163,5
135967,163,5
133354,163,8
133157,163,7
135740,163,5
137599,163,4
133704,163,5
135490,163,7
133790,163,4
134273,163,3
134392,163,8
133009,163,4
135563,163,3
136775,163,3
134848,163,8
134971,163,5
133881,163,6
137859,163,4
133235,163,5
135365,163,6
132841,163,8
134168,163,7
134264,163,3
136049,163,5
133427,163,5
137318,163,5
136262,163,5
135819,163,5
137090,163,9
136663,163,2
133640,163,9
134838,163,4
136124,163,6
133524,163,4
134887,163,5
135657,163,5
136895,163,3
133909,163,6
133291,163,7
135390,163,6
135152,163,9
134204,163,4
136092,163,9
133489,163,4
137350,163,7
135865,163,4
132740,163,4
135043,163,4
134073,163,5
132888,163,2
135950,163,5
133378,163,9
133158,163,9
137804,163,4
135737,163,4
137591,163,4
136629,163,5
137355,163,6
135467,163,4
133782,163,5
133987,163,6
134372,163,8
133013,163,4
135568,163,2
136801,163,7
134850,163,8
137469,163,4
134974,163,5
133897,163,2
137855,163,4
133257,163,5
132834,163,8
135119,163,5
134174,163,4
134285,163,4
136040,163,6
133471,163,8
137289,163,4
135840,163,5
137678,163,4
136683,163,2
133635,163,6
134843,163,8
135238,163,4
132704,163,9
135013,163,3
134045,163,2
132482,163,5
132860,163,2
135923,163,5
133137,163,9
133591,163,9
135714,163,8
133682,163,8
133347,163,7
135457,163,4
133757,163,6
134359,163,9
132969,163,3
135542,163,6
136774,163,3
136815,163,5
134930,163,4
133859,163,6
133206,163,3
135306,163,3
132795,163,4
135091,163,3
134138,163,3
135629,163,6
136024,163,5
133423,163,8
137287,163,4
135808,163,4
136661,163,3
133626,163,2
136810,163,7
132693,163,5
134019,163,6
137156,163,7
136141,163,6
133564,163,2
135682,163,5
136909,163,4
137534,163,2
133945,163,3
133320,163,4
135421,163,3
133736,163,4
135198,163,3
134223,163,4
132943,163,4
135518,163,9
135882,163,6
134921,163,5
133821,163,5
135280,163,2
132782,163,4
135075,163,3
134108,163,3
132930,163,3
135989,163,5
133363,163,5
133174,163,5
135759,163,6
136613,163,5
134918,163,5
133807,163,4
134320,163,3
133993,163,5
134395,163,8
135611,163,9
136120,163,6
133523,163,4
134882,163,4
136890,163,3
133912,163,5
133278,163,8
135378,163,8
135166,163,3
134205,163,4
134306,163,3
136083,163,4
133451,163,9
137344,163,5
136312,163,3
135855,163,5
136708,163,3
135267,163,3
132749,163,6
135025,163,4
134059,163,2
136407,163,3
135959,163,4
133142,163,7
135738,163,5
137593,163,4
133702,163,5
137381,163,3
135475,163,4
133772,163,5
134256,163,3
134379,163,6
132991,163,4
135575,163,3
136782,163,4
134834,163,8
134964,163,4
133892,163,2
137849,163,4
133254,163,5
135361,163,5
132825,163,3
135137,163,6
134167,163,7
134263,163,3
136063,163,6
133424,163,8
137307,163,5
136266,163,5
135835,163,6
136667,163,3
133622,163,5
134857,163,6
135208,163,4
132718,163,6
135000,163,5
134033,163,2
132481,163,5
132861,163,2
135911,163,4
137167,163,6
133119,163,8
136153,163,5
133585,163,8
135687,163,4
133686,163,5
133302,163,6
135448,163,2
133748,163,5
134344,163,4
132971,163,4
135554,163,2
136740,163,5
135941,163,5
134929,163,4
133850,163,6
133231,163,5
135319,163,4
132798,163,3
135090,163,3
134123,163,3
134547,163,9
135647,163,5
136010,163,6
133405,163,8
137232,163,4
135797,163,3
137667,163,4
136646,163,2
134811,163,3
134007,163,7
137149,163,6
137763,163,3
136113,163,5
133568,163,2
135658,163,5
136934,163,3
133947,163,3
133297,163,6
135415,163,8
133708,163,6
135203,163,3
134222,163,4
135231,163,2
132726,163,5
134996,163,5
134030,163,3
132884,163,9
135917,163,4
133130,163,8
137798,163,4
133583,163,8
135696,163,4
133673,163,5
133333,163,6
135439,163,4
133763,163,5
134350,163,4
132976,163,4
135558,163,6
136736,163,4
134946,163,9
133848,163,5
133216,163,4
135333,163,9
132822,163,3
135103,163,6
134152,163,3
134551,163,8
135626,163,9
136027,163,6
133415,163,8
135782,163,3
137670,163,3
133611,163,8
134825,163,3
134006,163,7
136127,163,6
133555,163,8
135671,163,6
136915,163,3
133958,163,2
133317,163,8
135405,163,8
133716,163,6
135182,163,5
134244,163,4
132931,163,3
135504,163,6
133494,163,6
137326,163,5
136330,163,3
135903,163,5
135279,163,2
132777,163,2
135067,163,3
134098,163,3
134516,163,6
132920,163,3
136435,163,4
135975,163,5
133367,163,9
133173,163,5
135776,163,6
137387,163,4
134914,163,5
133833,163,4
134330,163,4
133973,163,3
135596,163,8
133532,163,5
134874,163,4
137480,163,4
133904,163,9
133289,163,7
135374,163,8
135153,163,9
134190,163,4
134292,163,3
136096,163,6
133480,163,6
137288,163,4
136309,163,3
135858,163,4
136723,163,9
133629,163,2
135246,163,5
132730,163,4
135021,163,4
134082,163,5
132916,163,3
136411,163,3
135953,163,5
133169,163,5
135727,163,4
133693,163,5
135474,163,4
133802,163,5
134281,163,3
134390,163,8
133011,163,4
135585,163,7
136768,163,3
136403,163,3
134962,163,7
133877,163,7
137844,163,4
133220,163,5
135362,163,8
132832,163,4
134156,163,7
134270,163,2
136039,163,5
133445,163,1
136290,163,4
135815,163,3
136690,163,2
133599,163,9
134828,163,3
135226,163,3
132699,163,9
134991,163,6
134052,163,3
132487,163,5
132857,163,3
135935,163,5
137169,163,6
133125,163,9
136158,163,5
133565,163,2
135703,163,7
136939,163,3
133957,163,2
133323,163,4
135444,163,2
133714,163,5
135219,163,3
134246,163,4
132962,163,4
135555,163,8
135938,163,5
134941,163,5
133853,163,6
135335,163,3
132818,163,6
135111,163,5
134151,163,3
134543,163,8
135631,163,9
136007,163,4
133398,163,8
137236,163,4
135793,163,3
136642,163,4
134009,163,6
137751,163,2
136125,163,6
133536,163,5
135664,163,5
136907,163,4
133905,163,9
137912,163,5
133282,163,8
135396,163,8
134207,163,4
136071,163,5
133490,163,4
137324,163,5
135868,163,6
135274,163,4
132788,163,3
135079,163,3
134119,163,3
132946,163,4
136434,163,4
135986,163,5
133384,163,4
137209,163,7
133172,163,5
134663,163,2
135779,163,4
136624,163,5
137359,163,6
135469,163,4
133784,163,5
133977,163,5
134368,163,8
135581,163,7
136794,163,3
134883,163,4
133884,163,6
137872,163,9
133245,163,5
135338,163,3
132836,163,8
135132,163,8
134186,163,4
134295,163,3
136051,163,6
133461,163,8
137292,163,4
136315,163,3
135829,163,5
137682,163,4
136704,163,4
133647,163,4
132759,163,5
135017,163,3
134088,163,3
132912,163,3
132942,163,5
135525,163,8
133503,163,4
137329,163,5
136346,163,4
135896,163,6
135294,163,2
132764,163,2
135060,163,5
134121,163,3
132949,163,4
136430,163,4
135978,163,5
133357,163,2
133201,163,7
135762,163,5
136610,163,5
137390,163,4
135493,163,7
133798,163,5
134286,163,3
132645,163,3
133967,163,3
134373,163,7
135589,163,7
133518,163,3
134858,163,6
136901,163,2
133919,163,2
133264,163,6
135382,163,8
