OBJECTID,COUNTYL,PASER
34532,125,9
33931,125,2
34316,163,5
35342,125,4
34173,125,6
33595,125,4
34559,125,3
35297,125,2
37240,125,3
34049,125,4
35617,125,6
34150,125,8
33925,125,2
34317,125,3
34899,125,3
34649,125,9
37195,125,2
34042,125,8
33411,125,9
35580,125,7
33915,125,2
33696,125,9
34643,125,9
34202,125,4
34572,125,7
33763,125,9
35507,125,9
34074,125,6
33467,125,7
34823,125,7
34167,125,10
33574,125,9
34038,125,8
33428,125,9
35614,125,6
33540,125,8
35234,125,2
34890,125,2
37190,125,2
33392,125,9
34946,125,2
33887,125,3
33695,125,9
33472,125,7
34936,125,3
35659,125,5
34188,125,7
33598,125,4
34574,125,8
34893,125,4
35691,125,6
34646,125,9
37215,125,3
33433,125,9
33903,125,4
33489,125,4
34620,125,3
34201,125,4
33590,125,4
34576,125,8
35291,125,2
33686,125,9
34073,125,8
35193,125,4
34162,125,4
33539,125,8
34540,125,9
34311,125,3
37233,125,3
33415,125,9
35593,125,7
33896,125,3
34900,125,3
35666,125,6
37197,125,2
34938,125,4
33878,125,3
35502,125,9
33699,125,9
37249,125,4
34189,125,4
33587,125,4
34545,125,9
35286,125,2
37229,125,5
34062,125,4
35598,125,7
34143,125,2
33555,125,2
35347,125,5
34141,125,5
33881,125,3
37231,125,3
34069,125,4
34830,125,3
35624,125,6
34612,125,2
34165,125,10
34032,125,2
33421,125,9
35587,125,7
33528,125,7
33894,125,3
33525,125,7
34659,125,4
33390,125,9
33876,125,3
35499,125,9
33701,125,9
37250,125,4
34842,125,7
34614,125,2
34175,125,3
33576,125,9
34566,125,7
35294,125,2
34694,125,3
37241,125,3
34044,125,8
35609,125,7
34152,125,8
34533,125,9
33926,125,2
34298,125,2
35343,125,4
34652,125,9
33408,125,8
35581,125,7
33905,125,2
33517,125,7
34621,125,7
33406,125,9
37192,125,2
33409,125,9
35583,125,7
33508,125,7
34952,125,3
33893,125,3
34662,125,3
33391,125,9
33874,125,3
33700,125,9
37259,125,2
34941,125,4
34645,125,9
34591,125,9
34182,125,2
33582,125,4
34554,125,3
37246,125,2
34041,125,8
34834,125,3
35595,125,7
33556,125,2
33920,125,2
34894,125,3
34660,125,4
37210,125,4
33427,125,9
33909,125,2
33698,125,9
34840,125,7
35665,125,6
34641,125,8
34203,125,4
34571,125,7
33403,125,9
35287,125,2
33689,125,9
37260,125,2
34052,125,4
34149,125,8
33586,125,4
34313,125,2
34691,125,3
37219,125,5
33424,125,9
33706,125,9
34045,125,8
35191,125,9
34586,125,7
34181,125,3
33577,125,4
34548,125,9
34323,125,2
37243,125,2
33432,125,5
35615,125,6
33536,125,8
34542,125,9
33918,125,2
37207,125,4
33399,125,9
34949,125,2
33891,125,3
35657,125,5
34619,125,3
34196,125,4
33580,125,4
34575,125,7
33883,125,3
33683,125,9
34064,125,4
35207,125,3
34828,125,6
34144,125,3
33560,125,2
34537,125,9
33423,125,9
35592,125,7
34950,125,3
33913,125,2
33509,125,7
34895,163,7
35663,125,6
34657,125,9
33386,125,4
33766,125,4
34241,125,2
35607,125,7
33564,125,3
33936,125,2
34655,125,9
37209,125,4
33393,125,9
34240,125,2
35515,125,3
33490,125,4
34937,125,4
35658,125,6
34185,125,2
33592,125,4
34573,125,7
37234,125,3
34067,125,4
34836,125,3
34160,125,8
33559,125,2
33935,125,2
34156,125,8
37206,125,4
33413,125,8
35586,125,7
33524,125,7
33884,125,3
34138,125,10
33522,125,7
34654,125,9
34207,125,4
33762,125,9
34238,125,7
35510,125,9
33707,125,4
33471,125,5
34617,125,3
34186,125,7
33591,125,4
34561,125,3
35304,125,4
33692,125,9
37247,125,4
34061,125,4
35192,125,4
35618,125,6
35513,125,3
34934,125,3
34174,125,3
33596,125,4
34569,125,7
35290,125,2
37218,125,5
34058,125,3
35589,125,7
34169,125,10
33538,125,8
34534,125,9
33932,125,2
34320,125,2
34145,125,3
37201,125,2
33410,125,9
33511,125,7
33907,125,2
33512,125,7
34648,125,9
33402,125,9
35511,125,9
33702,125,9
37258,125,2
34051,125,4
34589,125,9
34180,125,3
33594,125,4
34564,125,2
35299,125,2
34693,125,3
37222,125,6
34036,125,4
35612,125,6
33923,125,3
34872,125,3
34653,125,9
37216,125,3
33434,125,9
35577,125,6
34511,125,4
33901,125,2
33474,125,7
34918,125,8
34157,125,8
33544,125,9
33927,125,2
34318,125,2
34891,125,4
35692,125,6
37196,125,2
34043,125,8
33436,125,9
34951,125,3
33898,125,4
34844,125,6
34640,125,8
34244,125,2
33688,125,9
37254,125,3
34059,125,3
33468,125,7
34837,125,3
34170,125,10
33584,125,4
34536,125,9
34314,125,2
34692,125,3
34039,125,8
33430,125,8
35594,125,7
37213,125,4
33902,125,4
35664,125,6
34190,125,2
33589,125,4
34551,125,7
34326,125,3
35288,125,2
37239,125,3
34054,125,4
34832,125,3
35620,125,6
34592,125,9
34147,125,3
33562,125,3
33924,125,3
34199,125,4
34547,125,9
33400,125,9
34322,125,2
35293,125,2
34050,125,4
33466,125,7
34831,125,3
35623,125,6
34163,125,3
33566,125,3
34541,125,9
33429,125,9
35590,125,7
35438,125,2
33899,125,4
37203,125,4
33389,125,9
33767,125,4
34943,125,2
33879,125,3
34242,125,2
35514,125,3
33704,125,9
37252,125,3
34841,125,7
34191,125,2
33569,125,3
34563,125,3
35298,125,2
35470,125,3
37232,125,3
34056,125,3
34825,125,8
35600,125,7
34148,125,3
33557,125,2
34531,125,9
33930,125,2
35337,125,2
34140,125,10
37198,125,2
33417,125,9
35584,125,7
33516,125,7
33906,125,2
33503,125,7
34658,125,7
34695,125,7
37199,125,2
34037,125,5
33422,125,9
35596,125,7
33505,125,7
33911,125,2
34139,125,10
33527,125,7
34661,125,3
33394,125,9
34243,125,2
35501,125,9
34845,125,6
34178,125,2
33581,125,4
34567,125,7
35300,125,2
33693,125,9
37230,125,5
34053,125,4
35611,125,7
34168,125,10
33928,125,2
34896,125,3
37191,125,2
33437,125,9
33506,125,7
33892,125,3
33534,125,7
34622,125,7
35506,125,9
34048,125,4
34588,125,4
34172,125,3
33575,125,9
34560,125,3
34206,125,4
33705,125,9
37262,125,4
33473,125,7
34947,125,2
34183,125,2
33585,125,4
34557,125,3
34047,125,2
34835,125,7
35602,125,7
34153,125,8
33535,125,8
33922,125,3
34897,125,3
33435,125,9
35579,125,7
33914,125,2
35228,125,7
33708,125,4
33475,125,9
34642,125,9
34179,125,2
34550,125,7
33404,125,9
34325,125,2
35295,125,2
35504,125,9
34071,125,4
35619,125,6
34151,125,8
33593,125,4
37220,125,5
34034,125,2
33418,125,9
35613,125,6
33537,125,8
34647,125,9
37212,125,3
33397,125,9
40466,125,6
39777,125,2
40563,125,6
40424,125,6
37944,125,4
40514,125,7
40529,125,6
39438,125,3
39711,125,4
38276,125,2
40386,125,4
39312,125,2
40499,125,5
40575,125,6
37662,125,4
40371,125,6
39285,125,7
40469,125,6
37392,125,8
40554,125,5
39269,125,2
39748,125,7
40173,125,2
37361,125,3
40482,125,8
40299,125,2
39735,125,4
40380,125,6
40464,125,4
37597,125,2
40490,125,4
40290,125,8
39710,125,4
38271,125,9
37678,125,9
39322,125,2
40446,125,8
38256,125,2
40353,125,8
39276,125,3
39705,125,4
40421,125,6
37381,125,4
40562,125,5
39592,125,8
40314,125,6
39265,125,3
39768,125,2
38280,125,2
37803,125,3
40483,125,7
40291,125,8
39731,125,4
38077,125,2
39197,125,9
40384,125,4
39296,125,4
40457,125,8
40564,125,6
38430,125,6
40350,125,8
39274,125,3
40429,125,4
39743,125,2
40169,125,2
37363,125,5
40524,125,6
40548,125,8
40357,125,8
39279,125,7
39702,125,3
40175,125,2
37370,125,4
40518,125,7
39262,125,2
39753,125,4
37356,125,3
38275,125,9
39319,125,2
37805,125,2
37605,125,2
40480,125,6
40307,125,8
39737,125,4
38079,125,2
40369,125,6
39304,125,3
40448,125,8
40558,125,3
37665,125,3
40341,125,8
39263,125,3
39744,125,2
40180,125,2
40511,125,4
40536,125,7
40286,125,8
39730,125,4
38281,125,3
37600,125,2
38785,125,7
40473,125,6
39434,125,2
37609,125,2
40508,125,5
39725,125,6
37351,125,4
38264,125,9
39320,125,4
40504,125,5
40297,125,2
40577,125,3
39596,125,8
38258,125,3
37677,125,9
40359,125,6
39301,125,4
40453,125,8
40557,125,7
39267,125,2
40418,125,4
39752,125,5
40181,125,2
40528,125,6
40304,125,3
39732,125,4
40385,125,4
39309,125,3
40451,125,8
37394,125,8
40569,125,4
39196,125,9
40366,125,6
39286,125,7
39700,125,2
40425,125,4
37378,125,3
40546,125,3
39595,125,8
37661,125,2
40351,125,8
39281,125,7
40449,125,8
37376,125,3
40561,125,7
40427,125,4
39770,125,2
40176,125,2
37942,125,4
37358,125,3
37807,125,2
40476,125,6
40283,125,8
39722,125,2
37673,125,3
40387,125,4
39318,125,2
40471,125,6
37663,125,3
40365,125,6
39299,125,4
39698,125,2
40168,125,2
37377,125,3
40527,125,6
39750,125,8
38486,125,9
39330,125,8
37602,125,2
40496,125,4
40301,125,2
39707,125,4
37359,125,3
40484,125,4
40312,125,8
40571,125,3
39718,125,4
39325,125,6
40540,125,7
38424,125,4
40352,125,8
39297,125,4
39699,125,2
40159,125,9
37940,125,3
37366,125,5
40509,125,8
40526,125,6
40342,125,8
39734,125,4
38490,125,9
38265,125,9
39313,125,2
38790,125,4
40481,125,6
38073,125,9
39298,125,4
37364,125,5
40568,125,4
39307,125,3
40461,125,8
39771,125,2
40537,125,4
40361,125,6
39273,125,3
39757,125,4
40158,125,8
37390,125,8
40530,125,6
39590,125,8
37608,125,2
40519,125,3
40332,125,6
39714,125,4
38270,125,9
39334,125,4
37601,125,2
38788,125,4
40503,125,5
37399,125,8
39191,125,5
40372,125,6
39300,125,4
40452,125,8
39774,125,2
40543,125,3
38426,125,5
40320,125,6
39270,125,3
39756,125,4
40178,125,2
37811,125,3
38792,125,4
40493,125,7
40303,125,3
39709,125,4
38488,125,9
38278,125,3
39740,125,3
40165,125,9
37348,125,5
40513,125,7
37610,125,2
40534,125,6
40282,125,5
39721,125,4
38267,125,9
40388,125,6
39314,125,2
37813,125,3
37599,125,2
40500,125,5
37664,125,3
40368,125,6
39282,125,7
40460,125,8
39775,125,2
37393,125,8
40556,125,4
40313,125,8
40164,125,9
37810,125,2
40487,125,4
40305,125,8
40576,125,7
39736,125,4
40468,125,6
37396,125,8
40547,125,3
40362,125,6
39289,125,3
39703,125,4
40422,125,6
40157,125,8
39327,125,8
40463,125,8
37395,125,8
38075,125,9
40349,125,8
39287,125,3
40423,125,6
40549,125,8
39593,125,8
40328,125,4
39261,125,2
39747,125,7
40174,125,2
38498,125,5
37355,125,3
40479,125,7
40289,125,8
39715,125,4
39198,125,9
39284,125,7
40456,125,8
39773,125,2
37397,125,8
40538,125,3
40348,125,8
40160,125,8
40521,125,8
40522,125,6
39437,125,2
39729,125,4
37352,125,5
38274,125,9
39308,125,3
37371,125,4
40523,125,6
39755,125,5
38260,125,3
39321,125,2
40475,125,6
40309,125,2
40572,125,3
39738,125,3
38455,125,2
39199,125,9
39283,125,7
40455,125,8
40559,125,7
39266,125,2
40430,125,6
39746,125,7
40182,125,2
40517,125,7
40505,125,5
40287,125,8
39717,125,4
38263,125,9
37675,125,2
40379,125,6
37808,125,3
40495,125,8
39435,125,2
40574,125,6
40363,125,6
39288,125,3
37380,125,4
37802,125,3
37604,125,2
38787,125,4
40502,125,5
40302,125,2
38076,125,9
38259,125,3
40374,125,4
39302,125,4
40459,125,8
39772,125,2
37375,125,5
40567,125,7
37669,125,9
40330,125,4
39271,125,3
40420,125,6
40512,125,4
37598,125,2
40533,125,6
40284,125,8
39713,125,4
38491,125,9
38269,125,9
37674,125,2
39311,125,2
40498,125,4
40573,125,6
38257,125,3
39200,125,9
40370,125,6
39291,125,3
40426,125,4
37379,125,3
40552,125,8
40344,125,8
37360,125,3
38268,125,9
37806,125,2
40486,125,3
40566,125,6
39739,125,3
40161,125,9
40489,125,4
39439,125,3
40298,125,2
39708,125,4
38262,125,3
37676,125,9
39316,125,2
40472,125,6
38072,125,9
37670,125,9
40355,125,8
39280,125,7
39704,125,4
40170,125,2
40565,125,6
39589,125,8
38425,125,6
38489,125,9
37350,125,3
39331,125,4
37606,125,2
40478,125,7
40310,125,2
39720,125,4
39195,125,9
39294,125,3
40467,125,6
40560,125,7
40293,125,8
39726,125,6
38074,125,9
37672,125,3
39324,125,3
40462,125,8
40541,125,3
39193,125,9
40358,125,6
39292,125,3
40428,125,4
40162,125,9
37372,125,4
40510,125,4
39591,125,8
38485,125,9
37354,125,3
38272,125,9
39317,125,2
37812,125,3
38791,125,4
40492,125,7
40306,125,8
40354,125,8
39305,125,3
37365,125,5
40542,125,3
39742,125,3
40166,125,9
37938,125,3
40507,125,5
40535,125,6
40285,125,8
40345,125,8
40167,125,9
37369,125,4
40531,125,6
37607,125,2
40520,125,3
39719,125,4
37349,125,5
38261,125,3
39315,125,2
37603,125,2
40497,125,4
40296,125,2
37668,125,3
40373,125,6
39290,125,3
40454,125,8
39776,125,2
37368,125,4
40550,125,8
39264,125,2
39749,125,4
40177,125,2
37347,125,5
40474,125,6
39440,125,3
40295,125,2
39723,125,4
39333,125,4
40465,125,6
37398,125,8
40570,125,4
38078,125,2
39728,125,4
38277,125,3
39332,125,4
37809,125,2
40485,125,3
40347,125,8
39277,125,3
40447,125,8
37374,125,4
40555,125,6
40329,125,6
39769,125,2
40172,125,2
37941,125,3
37814,125,3
40488,125,4
40288,125,8
39712,125,4
40381,125,6
39328,125,8
40470,125,6
40553,125,7
37667,125,3
39194,125,9
40367,125,6
39293,125,3
39701,125,2
40419,125,6
40155,125,9
37367,125,5
40525,125,6
39741,125,3
39192,125,9
40364,125,6
39278,125,7
39706,125,4
40433,125,6
37943,125,4
37391,125,8
40551,125,7
39594,125,8
38793,125,4
40343,125,8
39268,125,3
39754,125,4
40179,125,2
37357,125,3
38266,125,9
37804,125,2
40491,125,4
40311,125,2
40578,125,8
39716,125,4
39310,125,3
40458,125,8
40539,125,7
40356,125,8
39275,125,3
40156,125,9
37939,125,3
37362,125,3
40532,125,6
40516,125,7
39436,125,2
40331,125,4
39733,125,4
38487,125,9
37353,125,5
38273,125,9
40382,125,6
39323,125,2
38789,125,4
40494,125,8
40308,125,2
39303,125,3
38497,125,5
38279,125,2
40278,125,5
39326,125,8
40477,125,6
40300,125,2
39727,125,6
39306,125,3
40445,125,6
40544,125,3
40346,125,8
39272,125,3
39751,125,4
40163,125,9
40515,125,7
39588,125,8
40506,125,5
40294,125,2
39724,125,4
37671,125,9
40383,125,6
39329,125,8
38786,125,5
40501,125,5
38080,125,2
37666,125,3
40360,125,6
39295,125,3
40450,125,8
37373,125,4
40545,125,3
39745,125,10
40171,125,2
41996,99,10
42880,99,3
42432,99,4
41653,99,4
43595,99,7
45354,99,3
41739,99,4
45141,99,3
41511,99,3
44913,99,2
41095,125,5
41332,99,6
42322,99,9
44849,99,5
44142,99,4
42133,99,3
42084,99,2
41368,99,6
40768,125,6
42208,99,6
42554,99,7
42623,99,6
41618,99,5
43982,99,2
45229,99,3
45569,99,4
41402,99,3
40584,125,7
44143,99,4
42853,99,3
42709,99,6
44538,99,4
43861,99,8
45111,99,3
41498,99,5
44233,99,5
44863,99,4
41080,125,6
42771,99,9
42297,99,5
41918,99,6
44661,99,5
44799,99,2
45330,99,4
42394,99,4
42044,99,6
42948,99,8
40718,125,8
42173,99,5
42504,99,5
45508,99,9
41577,99,4
43047,99,2
45413,99,8
45192,99,3
41174,125,6
44119,99,3
42694,99,6
41448,99,3
40666,125,7
44201,99,5
45450,99,4
41028,125,6
42125,99,2
42736,99,6
42255,99,6
42573,99,6
42838,99,4
44610,99,7
44396,99,8
45278,99,10
45622,99,6
40927,125,6
42338,99,9
42017,99,5
42922,99,5
40699,125,7
42468,99,2
45472,99,3
41552,99,2
44279,99,6
45377,99,9
45174,99,3
44926,99,4
41123,125,5
42357,99,4
41635,99,5
41191,125,8
44271,99,9
41407,99,3
40612,125,7
44177,99,3
42091,99,2
41349,99,2
43006,99,4
40797,125,6
42238,99,6
42539,99,7
42800,99,3
42620,99,6
41604,99,3
44570,99,3
44027,99,7
44745,99,4
45247,99,4
45594,99,8
41379,99,6
42907,99,6
42714,99,4
43591,99,7
44598,99,6
45340,99,4
45113,99,3
41510,99,3
44905,99,2
41114,125,6
41317,99,5
42318,99,9
41949,99,3
43071,99,7
44833,99,5
45317,99,3
44149,99,6
42419,99,4
42053,99,7
42997,99,6
42195,99,2
42518,99,7
45534,99,2
41570,99,7
43083,99,3
43955,99,8
45212,99,3
45560,99,2
41181,125,6
42851,99,4
42688,99,7
44547,99,4
43838,99,4
45086,99,4
41496,99,5
44235,99,9
41037,125,9
41254,125,8
42750,99,9
42299,99,5
41921,99,7
42828,99,2
44643,99,3
44034,99,9
44796,99,2
45276,99,10
42369,99,4
42025,99,2
42950,99,8
40731,125,8
42491,99,5
45516,99,8
41551,99,2
43050,99,4
45382,99,5
44681,99,6
45145,99,3
41132,125,5
42640,99,6
45074,99,4
41455,99,5
40632,125,5
44204,99,5
45435,99,4
42120,99,2
41238,125,7
43035,99,4
41214,125,8
40777,125,4
42261,99,6
42566,99,7
42811,99,4
42654,99,3
44626,99,4
44397,99,9
44004,99,4
44765,99,2
45256,99,7
45577,99,6
43774,99,4
41986,99,8
42886,99,5
40686,125,7
42449,99,9
45468,99,5
41648,99,3
44648,99,4
44028,99,7
44798,99,2
45289,99,3
42372,99,4
42947,99,8
40719,125,8
42467,99,2
45517,99,9
41572,99,7
43045,99,4
44288,99,6
45408,99,3
41141,125,4
42697,99,6
44529,99,4
41704,99,7
41467,99,5
40656,125,4
44189,99,4
45455,99,7
41045,125,8
42124,99,2
41248,125,8
43016,99,10
40802,125,6
42252,99,7
42589,99,7
42789,99,9
42655,99,2
44631,99,4
44405,99,6
44008,99,8
45250,99,8
45592,99,8
42351,99,5
42934,99,6
40697,125,7
42454,99,9
45491,99,8
41532,99,4
45386,99,7
41799,99,7
45154,99,3
44933,99,5
41117,125,3
41334,99,6
42344,99,2
41627,99,5
41219,125,8
44266,99,9
41418,99,7
40624,125,7
44175,99,3
41343,99,4
42996,99,6
40787,125,6
42223,99,5
42544,99,7
42630,99,5
41591,99,3
44583,99,3
43988,99,2
44736,99,4
45218,99,4
45554,99,8
41393,99,4
42879,99,4
41656,99,6
44584,99,8
45367,99,6
45127,99,3
41501,99,4
44902,99,6
41062,125,7
41889,99,7
42325,99,9
41962,99,2
44839,99,2
45313,99,4
42416,99,4
42040,99,6
42971,99,6
42182,99,6
42525,99,7
41560,99,4
43073,99,7
45403,99,3
45204,99,2
41165,125,3
44108,99,3
42850,99,3
42673,99,3
43573,99,7
43853,99,4
45100,99,4
41451,99,3
40655,125,4
44220,99,5
44861,99,3
41030,125,6
42765,99,9
42298,99,5
42600,99,6
42825,99,2
44642,99,3
44800,99,2
45302,99,4
42393,99,4
42031,99,4
42920,99,5
40715,125,8
42147,99,5
42466,99,2
45512,99,7
41538,99,7
43046,99,4
45368,99,6
44669,99,7
45167,99,2
44934,99,4
41144,125,5
45073,99,4
41412,99,3
40615,125,7
44158,99,4
45443,99,4
42099,99,2
41252,125,8
43033,99,6
41212,125,8
40784,125,6
42240,99,6
42587,99,7
42783,99,3
42652,99,2
44622,99,7
44021,99,2
45245,99,3
45585,99,8
42894,99,10
42436,99,4
45466,99,5
41654,99,4
45366,99,6
43872,99,4
45118,99,3
44917,99,3
41101,125,5
41893,99,5
41324,99,5
42342,99,4
44831,99,4
40602,125,7
44138,99,4
42131,99,3
42085,99,2
41370,99,3
40756,125,7
42209,99,6
42559,99,7
42631,99,5
41619,99,5
43973,99,8
45221,99,2
45549,99,8
41383,99,3
40606,125,7
42872,99,3
42721,99,4
44569,99,6
43858,99,4
45080,99,4
41483,99,7
44246,99,9
44886,99,4
41071,125,6
42773,99,9
42304,99,6
41967,99,5
44646,99,5
44822,99,7
45335,99,4
45350,99,4
41789,99,4
45124,99,6
44896,99,5
41116,125,3
41902,99,4
41320,99,5
40872,125,4
42345,99,2
41220,125,3
44260,99,9
40605,125,7
44159,99,4
42134,99,6
41359,99,2
42992,99,6
42217,99,7
42541,99,7
42633,99,6
41593,99,4
44573,99,6
43983,99,2
44734,99,5
45209,99,6
45559,99,2
41381,99,3
40609,125,7
42876,99,4
44543,99,5
45099,99,4
41489,99,5
44219,99,5
44887,99,5
41083,125,7
42333,99,9
41947,99,3
44840,99,2
45322,99,4
42410,99,4
42038,99,6
40730,125,8
42207,99,6
42519,99,7
45532,99,1
41565,99,4
43084,99,4
45425,99,4
43961,99,3
45181,99,6
41168,125,3
42699,99,6
45068,99,3
41438,99,6
40649,125,4
44192,99,4
45441,99,4
41053,125,8
41830,99,3
42757,99,9
42286,99,5
42594,99,5
41905,99,4
42824,99,2
44650,99,4
44806,99,5
45300,99,4
45606,99,8
42398,99,7
42014,99,5
42939,99,3
40700,125,7
42175,99,6
42477,99,6
45506,99,7
41530,99,4
44285,99,6
45371,99,9
44677,99,5
45158,99,3
44922,99,2
41140,125,4
41192,125,8
41405,99,3
40616,125,7
44184,99,3
42106,99,2
41228,125,4
43015,99,10
40770,125,4
42270,99,2
42583,99,7
42805,99,4
42650,99,2
44579,99,4
44018,99,2
44732,99,3
45270,99,10
45584,99,8
43803,99,3
41981,99,2
42908,99,6
43430,99,3
42460,99,4
45480,99,3
45345,99,4
45119,99,3
41523,99,4
44918,99,3
41097,125,5
41895,99,3
41338,99,6
42328,99,9
44854,99,7
40587,125,7
44130,99,4
42141,99,5
42083,99,2
41346,99,2
42980,99,4
42219,99,5
42531,99,7
42636,99,6
41601,99,3
43987,99,8
45237,99,4
45565,99,4
43769,99,4
41384,99,3
40583,125,7
42858,99,3
42733,99,6
44551,99,4
45092,99,3
41493,99,5
44230,99,5
44883,99,8
41072,125,2
42770,99,9
42290,99,5
41963,99,3
44662,99,5
44802,99,2
45326,99,4
42414,99,4
42059,99,2
40712,125,8
42180,99,6
42516,99,7
45519,99,9
41558,99,4
45415,99,5
43949,99,2
44666,99,6
41811,99,7
45186,99,4
41177,125,6
44121,99,3
42693,99,6
44534,99,5
41676,99,6
41460,99,6
40661,125,7
44198,99,5
45430,99,4
41034,125,8
42752,99,9
42263,99,6
42585,99,7
41919,99,7
42842,99,2
44617,99,7
44392,99,4
45290,99,4
45615,99,6
42379,99,8
42012,99,5
42918,99,5
40702,125,8
42144,99,5
42473,99,8
45478,99,3
41537,99,7
44262,99,9
45391,99,7
45161,99,3
44929,99,2
41126,125,5
42353,99,4
42431,99,4
42062,99,6
42965,99,5
40714,125,8
42179,99,6
42511,99,8
45494,99,3
41579,99,2
43055,99,5
45422,99,5
43953,99,8
45184,99,4
41171,125,3
42686,99,3
44535,99,4
41693,99,4
41440,99,2
40670,125,5
44197,99,5
45433,99,4
42755,99,9
42276,99,5
42592,99,7
42821,99,2
44619,99,7
44395,99,8
44763,99,2
45292,99,4
42396,99,4
42028,99,2
42913,99,5
40684,125,5
42480,99,5
45471,99,3
41550,99,3
45396,99,7
44670,99,5
45172,99,3
41149,125,5
41642,99,5
41200,125,8
44253,99,9
41425,99,7
40641,125,4
44181,99,3
42116,99,6
41239,125,7
43023,99,8
40800,125,6
42233,99,6
42564,99,7
42810,99,4
42646,99,4
44575,99,4
44002,99,8
44750,99,3
45269,99,10
45582,99,6
43799,99,3
42898,99,9
42433,99,4
41646,99,3
43590,99,7
45352,99,4
45114,99,3
41520,99,4
44907,99,2
41120,125,6
41883,99,4
41328,99,2
42321,99,9
43114,99,4
44843,99,2
44135,99,4
42413,99,4
41366,99,5
40750,125,7
42202,99,5
42538,99,7
42629,99,5
41616,99,2
43080,99,4
43980,99,2
45208,99,6
45566,99,4
41390,99,3
40589,125,7
44132,99,4
42855,99,3
42715,99,4
44549,99,9
43854,99,4
45109,99,6
41494,99,5
44244,99,9
44856,99,5
41067,125,7
42779,99,3
42288,99,5
41910,99,6
44640,99,4
44817,99,7
45323,99,3
42377,99,9
42043,99,6
42962,99,4
40721,125,8
45521,99,9
41575,99,7
45414,99,8
44665,99,5
45185,99,4
41160,125,4
42684,99,3
41678,99,6
41447,99,3
40658,125,4
44187,99,4
45451,99,4
41055,125,6
42117,99,6
41231,125,4
42742,99,9
41204,125,8
42245,99,5
42591,99,7
42814,99,4
42669,99,7
44629,99,5
44408,99,5
44023,99,2
44786,99,5
45280,99,10
42367,99,4
42009,99,4
42914,99,5
40674,125,5
42458,99,7
45464,99,7
41546,99,5
44250,99,9
45389,99,7
45173,99,3
44930,99,2
41102,125,4
42364,99,4
41634,99,6
41189,125,4
44269,99,9
41427,99,7
40633,125,4
44164,99,4
42088,99,2
41363,99,5
43013,99,8
40793,125,6
42237,99,6
42555,99,7
42782,99,3
42632,99,5
41605,99,3
44601,99,5
43970,99,9
44743,99,4
45223,99,3
45583,99,8
41400,99,3
41978,99,2
42903,99,6
42710,99,6
41644,99,2
44585,99,8
45337,99,4
43894,99,2
45135,99,3
41506,99,4
44903,99,5
41057,125,6
42311,99,3
41938,99,6
44836,99,2
45307,99,3
42403,99,9
42966,99,4
40757,125,6
42185,99,6
42497,99,7
45527,99,9
41568,99,7
41639,99,2
43113,99,4
41195,125,7
44264,99,9
41426,99,7
40614,125,7
44178,99,3
42093,99,2
41223,125,8
43009,99,4
40780,125,6
42220,99,5
42528,99,7
42792,99,4
42638,99,6
41628,99,5
44582,99,3
44007,99,8
44729,99,3
45254,99,8
45586,99,8
41415,99,7
41990,99,8
42897,99,9
42455,99,9
41669,99,4
45358,99,4
45132,99,3
41517,99,4
44890,99,3
41099,125,5
42312,99,3
43093,99,4
44829,99,7
45319,99,4
44148,99,4
42401,99,9
42052,99,7
41353,99,2
42177,99,6
42520,99,7
41603,99,3
43100,99,4
43978,99,2
45235,99,5
45567,99,4
41401,99,3
41163,125,4
44127,99,4
42856,99,3
42705,99,6
44539,99,4
43852,99,8
41729,99,7
45091,99,3
41500,99,5
44241,99,9
41063,125,7
42738,99,6
42280,99,5
42843,99,2
44657,99,6
44805,99,5
45275,99,10
45623,99,8
42385,99,2
42032,99,2
42970,99,5
40717,125,8
42172,99,5
42494,99,5
45513,99,7
41559,99,4
45411,99,8
45179,99,5
41127,125,5
44115,99,3
42691,99,7
41701,99,7
45078,99,4
41465,99,5
40667,125,7
44186,99,4
45431,99,4
41036,125,9
42113,99,2
41226,125,8
43037,99,6
41216,125,8
42256,99,6
42584,99,7
42796,99,4
42641,99,6
44603,99,5
44403,99,6
44026,99,7
44767,99,2
45259,99,4
45596,99,8
43775,99,4
42349,99,3
41992,99,10
42927,99,3
40691,125,7
42452,99,9
45467,99,5
41645,99,3
45373,99,9
41798,99,4
45148,99,2
44924,99,2
41106,125,4
41319,99,5
42348,99,3
41632,99,7
44255,99,9
40622,125,7
44170,99,8
42082,99,2
41362,99,5
42978,99,5
40789,125,6
42213,99,6
42548,99,7
42622,99,6
41589,99,4
44600,99,5
43994,99,2
44735,99,5
45216,99,3
45547,99,3
41392,99,4
42893,99,10
42732,99,6
43583,99,7
44541,99,4
45359,99,4
43843,99,2
41747,99,6
45129,99,3
41475,99,6
44228,99,5
44897,99,5
41074,125,8
42320,99,9
44853,99,6
45327,99,4
42402,99,9
42046,99,6
42961,99,4
40711,125,8
42199,99,2
42523,99,7
45539,99,4
41585,99,4
45428,99,4
43958,99,3
45176,99,3
41167,125,5
42859,99,5
42700,99,7
44525,99,5
41458,99,6
40660,125,5
44188,99,4
45437,99,4
41049,125,8
41842,99,4
42758,99,9
42296,99,5
42605,99,6
42818,99,4
44638,99,5
44035,99,9
44809,99,8
45285,99,3
45621,99,6
42373,99,4
42022,99,4
42910,99,3
40679,125,5
42146,99,5
42474,99,8
45511,99,7
